CIDL,代称,日冲策分,仓周类,月基带周,月基带日,月基策略,行业益盟,是宽基指数
sh510900,恒生中国企业ETF易方达,84.1,屎r,(屎)↗(忐),(唏)↗(忐)▲(上),NA(空看),上证ETF,
sh510950,上证50ETF广发,0.8,屎y,(屎)▽(忠),(屎)▽(忑)↗(上),NA(空长),上证ETF,
sh510980,上证指数ETF汇添富,0.5,嘘z,(嘘)▽(忑),(尿)▽(忑)○(忠),NA(空看),上证ETF,
sh510990,180ESGETF工银,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),上证ETF,
sh511010,国债ETF国泰,85.1,金y,(金)↘(忠),(金)▲(忐)▲(上),多被(金),上证ETF,
sh511020,国债ETF平安,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),上证ETF,
sh511030,公司债ETF平安,29.8,金b,(金)▲(上),(金)▲(上)○(中),多长(积极),上证ETF,
sh511060,5年地方债ETF海富通,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),上证ETF,
sh511070,公司债ETF南方,29.8,金b,(金)▲(上),(金)▲(上)○(中),多长(积极),上证ETF,
sh511090,30年国债ETF鹏扬,80.9,银b,(银)▲(上),(银)▲(上)▲(上),多被(银),上证ETF,
sh511100,国债ETF华夏,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),上证ETF,
sh511110,公司债ETF易方达,29.8,金b,(金)▲(上),(金)▲(上)○(中),多长(积极),上证ETF,
sh511120,科创债ETF广发,29.8,金b,(金)▲(上),(金)▲(上)○(中),多长(积极),上证ETF,
sh511130,30年国债ETF博时,80.9,银b,(银)▲(上),(银)▲(上)▲(上),多被(银),上证ETF,
sh511150,科创债ETF永赢,29.8,金b,(金)▲(上),(金)▲(上)○(中),多长(积极),上证ETF,
sh511160,国债ETF东财,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),上证ETF,
sh511180,可转债ETF海富通,85.1,嘘r,(嘘)↗(忐),(金)▲(忐)▲(上),NA(空看),上证ETF,
sh511190,信用债ETF海富通,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),上证ETF,
sh511200,信用债ETF华夏,82.4,金b,(金)▲(上),(金)▲(上)▲(上),多长(积极),上证ETF,
sh511220,城投债ETF海富通,80.9,唏a,(唏)↗(上),(银)▲(上)▲(上),多被(唏),上证ETF,
sh511260,十年国债ETF国泰,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(消极),上证ETF,
sh511270,10年地方债ETF海富通,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),上证ETF,
sh511360,短融ETF海富通,82.4,金b,(金)▲(上),(金)▲(上)▲(上),多长(积极),上证ETF,
sh511380,可转债ETF博时,14.4,嘘z,(嘘)▽(忑),(嘘)↘(忑)↗(上),NA(空看),上证ETF,
sh511520,政金债ETF富国,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),上证ETF,
sh511580,国债政金债ETF招商,82.4,金b,(金)▲(上),(金)▲(上)▲(上),多长(积极),上证ETF,
sh511600,华安日日鑫ETF,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),上证ETF,
sh511620,货币ETF国泰,5.3,屎y,(屎)▽(忑),(屎)○(忠)↗(忐),NA(空长),上证ETF,
sh511650,货币ETF华夏,5.3,屎y,(屎)▽(忑),(尿)○(忠)↗(上),NA(空长),上证ETF,
sh511660,货币ETF建信,5.3,唏a,(唏)↗(上),(尿)○(忠)↗(上),多被(唏),上证ETF,
sh511670,华泰天天金ETF,5.3,屎c,(屎)▽(下),(屎)○(忠)↗(忐),NA(空长),上证ETF,
sh511690,交易货币ETF大成,46.7,屎b,(屎)↗(上),(嘘)○(忠)↗(忐),NA(空看),上证ETF,
sh511700,货币ETF平安,68.7,屎y,(屎)▽(忑),(金)○(忠)↗(上),NA(空长),上证ETF,
sh511770,金鹰增益货币ETF,0.6,屎y,(屎)▽(忑),(屎)▽(忑)○(中),NA(空长),上证ETF,
sh511800,易方达货币ETF,1.9,屎a,(屎)↗(上),(屎)○(忠)↗(上),NA(空看),上证ETF,
sh511810,货币ETF南方,5.3,唏a,(唏)↗(上),(尿)○(忠)↗(上),多被(唏),上证ETF,
sh511820,鹏华添利ETF,1.9,屎a,(屎)↗(上),(屎)○(忠)↗(上),NA(空看),上证ETF,
sh511830,货币ETF华泰柏瑞,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),上证ETF,
sh511850,招商财富宝ETF,84.1,尿a,(尿)↗(上),(唏)↗(忐)▲(上),NA(空看),上证ETF,
sh511860,货币ETF博时,1.3,屎y,(屎)▽(忠),(尿)▽(忑)↗(上),NA(空长),上证ETF,
sh511880,银华日利ETF,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),上证ETF,
sh511900,富国货币ETF,33.9,屎b,(屎)▽(中),(嘘)○(忠)↗(上),NA(空看),上证ETF,
sh511910,融通货币ETF,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),上证ETF,
sh511920,货币ETF广发,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),上证ETF,
sh511930,货币ETF国联,0.8,屎y,(屎)▽(忠),(屎)▽(忑)↗(上),NA(空长),上证ETF,
sh511950,添利货币ETF广发,0.1,屎b,(屎)▽(中),(屎)▽(忑)▽(忑),NA(空看),上证ETF,
sh511960,货币ETF嘉实,1.9,屎a,(屎)↗(上),(屎)○(忠)↗(上),NA(空看),上证ETF,
sh511970,国寿货币ETF,0.8,屎y,(屎)▽(忠),(屎)▽(忑)↗(上),NA(空长),上证ETF,
sh511980,货币ETF汇添富,0.8,尿z,(尿)▽(忑),(屎)▽(忑)↗(上),NA(空看),上证ETF,
sh511990,华宝添益ETF,33.9,屎c,(屎)▽(下),(嘘)○(忠)↗(上),NA(空长),上证ETF,
sh512000,券商ETF华宝,26.1,屎a,(屎)↗(上),(屎)↗(上)○(忠),NA(空看),上证ETF,
sh512010,医药ETF易方达,80.8,银a,(银)▲(上),(唏)↗(上)▲(上),多被(银),上证ETF,
sh512020,A500ETF鹏华,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),上证ETF,
sh512030,中证A50增强ETF易方达,82.4,金r,(金)▲(忐),(金)▲(上)▲(上),多长(不定),上证ETF,
sh512040,价值ETF富国,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),上证ETF,
sh512050,A500ETF华夏,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),上证ETF,
sh512060,A100ETF天弘,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),上证ETF,
sh512070,证券保险ETF易方达,68.5,唏a,(唏)↗(上),(屎)↗(上)▲(上),多被(唏),上证ETF,
sh512080,A500ETF中金,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),上证ETF,
sh512090,MSCIA股ETF易方达,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),上证ETF,
sh512100,中证1000ETF南方,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),上证ETF,
sh512120,医药ETF华安,80.3,银a,(银)▲(上),(银)▲(上)▲(忐),多被(银),上证ETF,
sh512130,全指现金流ETF鹏华,49.1,尿y,(尿)▽(忠),(尿)↗(忐)▲(上),NA(空看),上证ETF,
sh512150,富时A50ETF汇安,0.8,金z,(金)↘(忑),(嘘)↘(忑)▽(忑),多被(金),上证ETF,
sh512160,MSCI中国A股ETF南方,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),上证ETF,
sh512170,医疗ETF华宝,68.5,唏a,(唏)↗(上),(屎)↗(上)▲(上),多被(唏),上证ETF,
sh512180,MSCIA股ETF建信,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),上证ETF,
sh512190,浙商之江凤凰ETF,81.1,金b,(金)▲(上),(金)▲(上)▲(忐),多长(消极),上证ETF,
sh512200,房地产ETF南方,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),上证ETF,
sh512220,TMTETF景顺,1.5,嘘c,(嘘)▽(下),(嘘)↘(下)▽(忑),NA(空看),上证ETF,
sh512240,A50ETF鹏华,23.3,金y,(金)↘(忠),(金)↘(忑)○(中),多被(金),上证ETF,
sh512250,A50ETF招商,3,嘘z,(嘘)▽(忑),(嘘)↘(忑)○(忠),NA(空看),上证ETF,
sh512260,中证500低波动ETF华安,13.7,嘘z,(嘘)▽(忑),(嘘)↘(忑)↗(忐),NA(空看),上证ETF,
sh512290,生物医药ETF国泰,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),上证ETF,
sh512330,信息科技ETF南方,1.5,嘘c,(嘘)▽(下),(嘘)↘(下)▽(忑),NA(空看),上证ETF,
sh512360,MSCIA股ETF平安,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),上证ETF,
sh512370,A500增强ETF华夏,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),上证ETF,
sh512380,MSCI中国ETF银华,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),上证ETF,
sh512390,中国低波ETF平安,3,嘘z,(嘘)▽(忑),(嘘)↘(忑)○(忠),NA(空看),上证ETF,
sh512400,有色金属ETF南方,1.3,嘘y,(嘘)▽(忑),(尿)▽(忑)↗(上),NA(空看),上证ETF,
sh512430,家居家电ETF华泰柏瑞,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),上证ETF,
sh512450,畜牧养殖ETF广发,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh512460,电池ETF华夏,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),上证ETF,
sh512480,半导体ETF国联安,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),上证ETF,
sh512500,中证500ETF华夏,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),上证ETF,
sh512510,中证500ETF华泰柏瑞,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),上证ETF,
sh512520,MSCI中国ETF华泰柏瑞,3,嘘z,(嘘)▽(忑),(嘘)↘(忑)○(忠),NA(空看),上证ETF,
sh512530,沪深300红利ETF建信,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),上证ETF,
sh512550,富时A50ETF嘉实,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),上证ETF,
sh512560,军工ETF易方达,0.5,尿y,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),上证ETF,
sh512570,证券ETF易方达,21.7,唏a,(唏)↗(上),(屎)○(中)○(忠),多被(唏),上证ETF,
sh512580,环保ETF广发,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),上证ETF,
sh512600,消费ETF嘉实,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh512620,农业ETF天弘,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),上证ETF,
sh512630,卫星ETF广发,0.1,尿y,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),上证ETF,
sh512640,金融地产ETF嘉实,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),上证ETF,
sh512650,长三角ETF汇添富,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),上证ETF,
sh512660,军工ETF国泰,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),上证ETF,
sh512670,国防ETF鹏华,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),上证ETF,
sh512680,军工ETF广发,0.5,尿y,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),上证ETF,
sh512690,酒ETF鹏华,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh512700,银行ETF南方,80.9,唏a,(唏)↗(上),(银)▲(上)▲(上),多被(唏),上证ETF,
sh512710,军工龙头ETF富国,0.5,尿y,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),上证ETF,
sh512720,计算机ETF国泰,0.5,尿y,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),上证ETF,
sh512730,银行ETF鹏华,80.9,金a,(金)▲(上),(银)▲(上)▲(上),多长(积极),上证ETF,
sh512750,基本面50ETF嘉实,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),上证ETF,
sh512760,芯片ETF国泰,0.1,屎z,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),上证ETF,
sh512770,战略新兴ETF华夏,1.5,嘘z,(嘘)▽(忑),(嘘)↘(下)▽(忑),NA(空看),上证ETF,
sh512800,银行ETF华宝,80.8,唏a,(唏)↗(上),(唏)↗(上)▲(上),多被(唏),上证ETF,
sh512810,军工ETF华宝,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),上证ETF,
sh512820,银行ETF汇添富,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),上证ETF,
sh512870,杭州湾区ETF南华,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),上证ETF,
sh512880,证券ETF国泰,21.7,唏a,(唏)↗(上),(屎)○(中)○(忠),多被(唏),上证ETF,
sh512890,红利低波ETF华泰柏瑞,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),上证ETF,
sh512900,证券ETF南方,21.7,唏a,(唏)↗(上),(屎)○(中)○(忠),多被(唏),上证ETF,
sh512910,A100ETF广发,0.8,金z,(金)↘(忑),(嘘)↘(忑)▽(忑),多被(金),上证ETF,
sh512930,AI人工智能ETF平安,0.1,屎z,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),上证ETF,
sh512940,有色ETF华安,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),上证ETF,
sh512950,央企改革ETF华夏,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),上证ETF,
sh512960,央企结构调整ETF博时,0.5,嘘z,(嘘)▽(忑),(尿)▽(忑)○(忠),NA(空看),上证ETF,
sh512970,大湾区ETF平安,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),上证ETF,
sh512980,传媒ETF广发,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),上证ETF,
sh512990,MSCIA股ETF华夏,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),上证ETF,
sh513000,日经225ETF易方达,1.5,金c,(金)↘(下),(嘘)↘(下)▽(忑),多被(金),上证ETF,
sh513010,恒生科技ETF易方达,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh513020,港股科技ETF国泰,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),上证ETF,
sh513030,德国ETF华安,86,嘘r,(嘘)↗(忐),(银)▲(忐)▲(上),NA(空看),上证ETF,
sh513040,港股通互联网ETF易方达,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),上证ETF,
sh513050,中概互联网ETF易方达,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh513060,恒生医疗ETF博时,3.4,屎r,(屎)↗(忐),(屎)↗(忐)↘(下),NA(空看),上证ETF,
sh513070,港股通消费ETF易方达,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh513080,法国ETF华安,85.1,嘘r,(嘘)↗(忐),(金)▲(忐)▲(上),NA(空看),上证ETF,
sh513090,香港证券ETF易方达,8.9,尿a,(尿)↗(上),(屎)↗(上)↘(下),NA(空看),上证ETF,
sh513100,纳指ETF国泰,8.6,金c,(金)↘(下),(金)↘(下)○(忠),多被(金),上证ETF,
sh513110,纳指ETF华泰柏瑞,8.6,金c,(金)↘(下),(金)↘(下)○(忠),多被(金),上证ETF,
sh513120,港股创新药ETF广发,13.2,尿a,(尿)↗(上),(屎)↗(上)↘(忑),NA(空看),上证ETF,
sh513130,恒生科技ETF华泰柏瑞,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh513140,港股通金融ETF华泰柏瑞,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),上证ETF,
sh513150,港股通科技ETF华泰柏瑞,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),上证ETF,
sh513160,港股科技ETF银华,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),上证ETF,
sh513170,恒生央企ETF鹏华,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),上证ETF,
sh513180,恒生科技ETF华夏,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh513190,港股通金融ETF华夏,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),上证ETF,
sh513200,港股通医药ETF易方达,3.4,屎a,(屎)↗(上),(屎)↗(忐)↘(下),NA(空看),上证ETF,
sh513210,恒生ETF易方达,86,金r,(金)▲(忐),(银)▲(忐)▲(上),多长(消极),上证ETF,
sh513220,中概互联ETF招商,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh513230,港股通消费ETF华夏,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh513260,恒生科技ETF汇添富,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh513280,恒生生物科技ETF汇添富,8.9,屎a,(屎)↗(上),(屎)↗(上)↘(下),NA(空看),上证ETF,
sh513290,纳指生物科技ETF汇添富,65,金b,(金)↘(中),(金)▲(上)○(忠),多长(消极),上证ETF,
sh513300,纳斯达克ETF华夏,8.6,金c,(金)↘(下),(金)↘(下)○(忠),多被(金),上证ETF,
sh513310,中韩半导体ETF华泰柏瑞,0.8,金z,(金)↘(忑),(嘘)↘(忑)▽(忑),多被(金),上证ETF,
sh513320,港股通新经济ETF易方达,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh513330,恒生互联网ETF华夏,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh513350,标普油气ETF富国,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(消极),上证ETF,
sh513360,教育ETF博时,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),上证ETF,
sh513380,恒生科技ETF广发,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh513390,纳指100ETF博时,8.6,金c,(金)↘(下),(金)↘(下)○(忠),多被(金),上证ETF,
sh513400,道琼斯ETF鹏华,30,金b,(金)▲(上),(金)○(中)○(忠),多长(消极),上证ETF,
sh513500,标普500ETF博时,30,金b,(金)↘(中),(金)○(中)○(忠),多长(消极),上证ETF,
sh513520,日经ETF华夏,7.6,金c,(金)↘(下),(嘘)↘(下)○(忠),多被(金),上证ETF,
sh513530,港股通红利ETF华泰柏瑞,86,金r,(金)▲(忐),(银)▲(忐)▲(上),多长(不定),上证ETF,
sh513550,港股通50ETF华泰柏瑞,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),上证ETF,
sh513560,香港科技ETF兴银,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),上证ETF,
sh513580,恒生科技ETF华安,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh513590,港股通消费ETF鹏华,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh513600,恒生指数ETF南方,86,金r,(金)▲(忐),(银)▲(忐)▲(上),多长(不定),上证ETF,
sh513630,港股低波红利ETF摩根,85.1,嘘r,(嘘)↗(忐),(金)▲(忐)▲(上),NA(空看),上证ETF,
sh513650,标普500ETF南方,30,金b,(金)▲(上),(金)○(中)○(忠),多长(消极),上证ETF,
sh513660,恒生ETF华夏,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),上证ETF,
sh513690,港股红利ETF博时,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),上证ETF,
sh513700,港股通医药ETF鹏华,8.9,屎r,(屎)↗(忐),(屎)↗(上)↘(下),NA(空看),上证ETF,
sh513720,港股互联网ETF国泰,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),上证ETF,
sh513730,东南亚科技ETF华泰柏瑞,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),上证ETF,
sh513750,港股通非银ETF广发,85.1,嘘r,(嘘)↗(忐),(金)▲(忐)▲(上),NA(空看),上证ETF,
sh513770,港股互联网ETF华宝,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),上证ETF,
sh513780,港股创新药ETF景顺,13.2,尿a,(尿)↗(上),(屎)↗(上)↘(忑),NA(空看),上证ETF,
sh513800,日本东证指数ETF南方,8.6,金b,(金)↘(中),(金)↘(下)○(忠),多长(消极),上证ETF,
sh513810,港股国企ETF华夏,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),上证ETF,
sh513820,港股通红利ETF汇添富,82.4,金r,(金)▲(忐),(金)▲(上)▲(上),多长(不定),上证ETF,
sh513830,港股通高股息ETF嘉实,82.4,金r,(金)▲(忐),(金)▲(上)▲(上),多长(不定),上证ETF,
sh513850,美国50ETF易方达,44.9,金b,(金)▲(上),(金)○(中)↗(忐),多长(消极),上证ETF,
sh513860,港股通科技ETF海富通,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),上证ETF,
sh513870,纳指ETF富国,8.6,金b,(金)↘(中),(金)↘(下)○(忠),多长(消极),上证ETF,
sh513880,日经225ETF华安,8.6,金c,(金)↘(下),(金)↘(下)○(忠),多被(金),上证ETF,
sh513890,恒生科技ETF摩根,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh513900,港股通100ETF华安,84.1,屎r,(屎)↗(忐),(唏)↗(忐)▲(上),NA(空看),上证ETF,
sh513910,港股通央企红利ETF华夏,85.1,嘘r,(嘘)↗(忐),(金)▲(忐)▲(上),NA(空看),上证ETF,
sh513920,港股通央企红利ETF华安,85.1,嘘r,(嘘)↗(忐),(金)▲(忐)▲(上),NA(空看),上证ETF,
sh513930,恒生生物科技ETF华泰柏瑞,8.9,屎a,(屎)↗(上),(屎)↗(上)↘(下),NA(空看),上证ETF,
sh513950,恒生红利ETF富国,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh513970,恒生消费ETF景顺,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh513980,港股科技ETF景顺,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),上证ETF,
sh513990,港股通ETF招商,86,尿r,(尿)↗(忐),(银)▲(忐)▲(上),NA(空看),上证ETF,
sh515000,科技ETF华宝,1.8,嘘c,(嘘)▽(下),(尿)▽(下)▽(忑),NA(空看),上证ETF,
sh515010,证券ETF华夏,33.5,唏a,(唏)↗(上),(唏)○(中)○(忠),多被(唏),上证ETF,
sh515020,银行ETF华夏,80.9,金a,(金)▲(上),(银)▲(上)▲(上),多长(积极),上证ETF,
sh515030,新能源车ETF华夏,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),上证ETF,
sh515050,通信ETF华夏,0.1,屎z,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),上证ETF,
sh515060,房地产ETF华夏,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),上证ETF,
sh515070,人工智能ETF华夏,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),上证ETF,
sh515080,中证红利ETF招商,86,唏r,(唏)↗(忐),(银)▲(忐)▲(上),多被(唏),上证ETF,
sh515090,可持续发展ETF博时,8.6,金b,(金)↘(中),(金)↘(下)○(忠),多长(消极),上证ETF,
sh515100,红利低波100ETF景顺,86,唏r,(唏)↗(忐),(银)▲(忐)▲(上),多被(唏),上证ETF,
sh515110,一带一路ETF易方达,5.3,嘘y,(嘘)▽(忠),(尿)○(忠)↗(上),NA(空看),上证ETF,
sh515120,创新药ETF广发,28.6,银a,(银)▲(上),(金)▲(上)↘(忑),多被(银),上证ETF,
sh515130,沪深300ETF博时,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),上证ETF,
sh515150,一带一路ETF富国,5.3,嘘y,(嘘)▽(忠),(尿)○(忠)↗(上),NA(空看),上证ETF,
sh515160,MSCI中国ETF招商,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),上证ETF,
sh515170,食品饮料ETF华夏,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),上证ETF,
sh515180,红利ETF易方达,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(消极),上证ETF,
sh515190,中证500ETF中银证券,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),上证ETF,
sh515200,创新100ETF申万菱信,1.5,金c,(金)↘(下),(嘘)↘(下)▽(忑),多被(金),上证ETF,
sh515210,钢铁ETF国泰,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),上证ETF,
sh515220,煤炭ETF国泰,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),上证ETF,
sh515230,软件ETF国泰,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),上证ETF,
sh515250,智能汽车ETF富国,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),上证ETF,
sh515260,电子ETF华宝,1.8,嘘c,(嘘)▽(下),(尿)▽(下)▽(忑),NA(空看),上证ETF,
sh515290,银行ETF天弘,80.9,金a,(金)▲(上),(银)▲(上)▲(上),多长(积极),上证ETF,
sh515300,300红利低波ETF嘉实,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),上证ETF,
sh515310,沪深300ETF汇添富,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),上证ETF,
sh515320,电子50ETF华安,1.5,嘘c,(嘘)▽(下),(嘘)↘(下)▽(忑),NA(空看),上证ETF,
sh515330,沪深300ETF天弘,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),上证ETF,
sh515350,沪深300ETF民生加银,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),上证ETF,
